composition,Dmax,GFA,Tg,Tx,Tl
C10Ni70Si20,0,Crystal,,,
C10Ni75Si15,0,Crystal,,,
C10Ni80Si10,0,Crystal,,,
C10Ni85Si5,0,Crystal,,,
C15Ni70Si15,0,Crystal,,,
C15Ni75Si10,0,Crystal,,,
C15Ni80Si5,0,Crystal,,,
C20Ni70Si10,0,Crystal,,,
C20Ni75Si5,0,Crystal,,,
C3Si12Zr85,0,Crystal,,,
Cu37La63,0.15,Ribbon,,,
Ca1Cu27.5La71.5,0.15,Ribbon,,,
Ca1Cu37.5La61.5,0.15,Ribbon,,,
Ca1.5Cu27.5La71,0.15,Ribbon,,,
Ca2Cu28La70,0.15,Ribbon,,,
Ca2Cu37.5La60.5,0.15,Ribbon,,,
Ca3Cu28.5La68.5,0.15,Ribbon,,,
Ca3Cu37.5La59.5,0.15,Ribbon,,,
Ca4Cu29La67,0.15,Ribbon,,,
Ca4Cu37.5La58.5,0.15,Ribbon,,,
Ca5Cu30La65,0.15,Ribbon,,,
Ca5Cu37.5La57.5,0.15,Ribbon,,,
Ca6Cu31La63,0.15,Ribbon,,,
Ca6.5Cu37La56.5,0.15,Ribbon,,,
Ca7Cu32La61,0.15,Ribbon,,,
Ca7.5Cu36La56.5,0.15,Ribbon,,,
Ca8Cu32.5La59.5,0.15,Ribbon,,,
Ca8.5Cu33La58.5,0.15,Ribbon,,,
Ca8.5Cu35La56.5,0.15,Ribbon,,,
Ca9Cu33.5La57.5,0.15,Ribbon,,,
Ca25Cu30Mg45,0.15,Ribbon,,,
Ca70Mg30,0.15,Ribbon,,,
Ca70Cu20Mg10,0.15,Ribbon,,,
Ca75Cu10Mg15,0.15,Ribbon,,,
Ca7.5Cu5Mg87.5,0.15,Ribbon,,,
Ca7.5Cu10Mg82.5,0.15,Ribbon,,,
Ca5Cu10Mg85,0,Crystal,,,
Ca11Mg89,0,Crystal,,,
Ca5Cu5Mg90,0,Crystal,,,
Ca60Mg40,0.15,Ribbon,,,
Ca60Ga5Mg35,0.15,Ribbon,,,
Ca60Ga10Mg30,0.15,Ribbon,,,
Ca60Ga20Mg20,0.15,Ribbon,,,
Ca60Ga30Mg10,0.15,Ribbon,,,
Ca10Mg80Zn10,0.15,Ribbon,,,
Ca10Mg85Zn5,0.15,Ribbon,,,
Ca5Mg85Zn10,0,Crystal,,,
Ca7.5Mg82.5Zn10,0,Crystal,,,
Ca7.5Mg87.5Zn5,0,Crystal,,,
Ca10Mg90,0,Crystal,,,
Ca5Mg90Zn5,0,Crystal,,,
Ca7.5Mg92.5,0,Crystal,,,
Cu20Mg80,0.15,Ribbon,,,
Cu40Mg60,0.15,Ribbon,,,
Ce5Cu10Mg85,0.15,Ribbon,,,
Ce5Cu15Mg80,0.15,Ribbon,,,
Ce5Cu20Mg75,0.15,Ribbon,,,
Ce5Cu25Mg70,0.15,Ribbon,,,
Ce5Cu30Mg65,0.15,Ribbon,,,
Ce10Cu10Mg80,0.15,Ribbon,,,
Ce10Cu15Mg75,0.15,Ribbon,,,
Ce10Cu20Mg70,0.15,Ribbon,,,
Ce10Cu25Mg65,0.15,Ribbon,,,
Ce15Cu15Mg70,0.15,Ribbon,,,
Ce15Cu20Mg65,0.15,Ribbon,,,
Ce15Cu25Mg60,0,Crystal,,,
Ce20Cu20Mg60,0,Crystal,,,
Ce5Cu5Mg90,0,Crystal,,,
Ce10Cu5Mg85,0,Crystal,,,
Ce15Cu5Mg80,0,Crystal,,,
Ce15Cu10Mg75,0,Crystal,,,
Ce20Cu5Mg75,0,Crystal,,,
Ce20Cu10Mg70,0,Crystal,,,
Ce20Cu15Mg65,0,Crystal,,,
Ce20Cu25Mg55,0,Crystal,,,
Ce25Cu25Mg50,0,Crystal,,,
Mg85Ni15,0.15,Ribbon,,,
Ce5Mg75Ni20,0.15,Ribbon,,,
Ce5Mg85Ni10,0.15,Ribbon,,,
Ce10Mg60Ni30,0.15,Ribbon,,,
Ce10Mg70Ni20,0.15,Ribbon,,,
Ce10Mg72Ni18,0.15,Ribbon,,,
Ce10Mg75Ni15,0.15,Ribbon,,,
Ce10Mg85Ni5,0.15,Ribbon,,,
Ce15Mg75Ni10,0.15,Ribbon,,,
Ce20Mg50Ni30,0.15,Ribbon,,,
Ce20Mg60Ni20,0.15,Ribbon,,,
Ce5Mg90Ni5,0,Crystal,,,
Ce20Mg40Ni40,0,Crystal,,,
Ce20Mg70Ni10,0,Crystal,,,
Ce30Mg40Ni30,0,Crystal,,,
Ce10Mg90,0,Crystal,,,
Ce10Mg80Ni10,0.15,Ribbon,,,
Ce3Mg85Zn12,0.15,Ribbon,,,
Co70Cr10P20,0.15,Ribbon,,,
Co66Cr18Zr16,0.15,Ribbon,,,
Co67.5Cr16Zr16.5,0.15,Ribbon,,,
Co69Cr14Zr17,0.15,Ribbon,,,
Co71Cr12Zr17,0.15,Ribbon,,,
Co72.5Cr10Zr17.5,0.15,Ribbon,,,
Co72.8Cr20Zr7.2,0.15,Ribbon,,,
Co74.5Cr8Zr17.5,0.15,Ribbon,,,
Co75Cr18Zr7,0.15,Ribbon,,,
Co76.5Cr6Zr17.5,0.15,Ribbon,,,
Co77.5Cr16Zr6.5,0.15,Ribbon,,,
Co78.5Cr4Zr17.5,0.15,Ribbon,,,
Co80Cr14Zr6,0.15,Ribbon,,,
Co81Cr2Zr17,0.15,Ribbon,,,
Co82Cr12Zr6,0.15,Ribbon,,,
Co84Cr10Zr6,0.15,Ribbon,,,
Co85.5Cr8Zr6.5,0.15,Ribbon,,,
Co87.2Cr6Zr6.8,0.15,Ribbon,,,
Co88.5Cr4Zr7.5,0.15,Ribbon,,,
Co89.7Cr2Zr8.3,0.15,Ribbon,,,
Co60Cr30Zr10,0.15,Ribbon,,,
Co65Cr25Zr10,0.15,Ribbon,,,
Co70Cr20Zr10,0.15,Ribbon,,,
Co75Cr15Zr10,0.15,Ribbon,,,
Co75.4Cr12.6Zr12,0.15,Ribbon,,,
Co77Cr11.6Zr11.4,0.15,Ribbon,,,
Co78Cr11.2Zr10.8,0.15,Ribbon,,,
Co79Cr10.6Zr10.4,0.15,Ribbon,,,
Co80Cr10Zr10,0.15,Ribbon,,,
Co81.2Cr9.6Zr9.2,0.15,Ribbon,,,
Co83.4Cr8.3Zr8.3,0.15,Ribbon,,,
Co85Cr5Zr10,0.15,Ribbon,,,
Co72.9Cr17.1Zr10,0.15,Ribbon,,,
Co45Fe45Zr10,0.15,Ribbon,,,
Co18Fe72Zr10,0.15,Ribbon,,,
Co27Fe63Zr10,0.15,Ribbon,,,
Co36Fe54Zr10,0.15,Ribbon,,,
Co54Fe36Zr10,0.15,Ribbon,,,
Co20Fe70Zr10,0.15,Ribbon,,,
Co50Fe40Zr10,0.15,Ribbon,,,
Co70Fe20Zr10,0.15,Ribbon,,,
Co80Fe10Zr10,0.15,Ribbon,,,
Co85Fe5Zr10,0.15,Ribbon,,,
Co4Fe86Zr10,0.15,Ribbon,,,
Co30Fe60Zr10,0.15,Ribbon,,,
Co60Fe30Zr10,0.15,Ribbon,,,
Co72Fe18Zr10,0.15,Ribbon,,,
Co30Zr70,0.15,Ribbon,,,
Co55Zr45,0.15,Ribbon,,,
Co85Zr15,0.15,Ribbon,,,
Co9Fe81Zr10,0.15,Ribbon,,,
Co22.5Fe67.5Zr10,0.15,Ribbon,,,
Co67.5Fe22.5Zr10,0.15,Ribbon,,,
Co10Fe80Zr10,0.15,Ribbon,,,
Co40Fe50Zr10,0.15,Ribbon,,,
Co70.6Gd14Mo15.4,0.15,Ribbon,,,
Co72.8Gd19.4Mo7.8,0.15,Ribbon,,,
Co73Gd12.9Mo14.1,0.15,Ribbon,,,
Co75.6Gd8.4Mo16,0.15,Ribbon,,,
Co30Hf67P3,0.15,Ribbon,,,
Co24Hf67Si9,0.15,Ribbon,,,
Co33Hf67,0.15,Ribbon,,,
Mn90Zr10,0.15,Ribbon,,,
Co2Mn88Zr10,0.15,Ribbon,,,
Co5Mn85Zr10,0.15,Ribbon,,,
Co10Mn80Zr10,0.15,Ribbon,,,
Co65.5Mo20Zr14.5,0.15,Ribbon,,,
Co67Mo18Zr15,0.15,Ribbon,,,
Co68.6Mo16Zr15.4,0.15,Ribbon,,,
Co70.3Mo14Zr15.7,0.15,Ribbon,,,
Co72Mo12Zr16,0.15,Ribbon,,,
Co74Mo10Zr16,0.15,Ribbon,,,
Co74.8Mo20Zr5.2,0.15,Ribbon,,,
Co75.7Mo8Zr16.3,0.15,Ribbon,,,
Co77Mo18Zr5,0.15,Ribbon,,,
Co77.5Mo6Zr16.5,0.15,Ribbon,,,
Co79Mo16Zr5,0.15,Ribbon,,,
Co79.7Mo4Zr16.3,0.15,Ribbon,,,
Co81Mo14Zr5,0.15,Ribbon,,,
Co82Mo2Zr16,0.15,Ribbon,,,
Co83Mo12Zr5,0.15,Ribbon,,,
Co84.8Mo10Zr5.2,0.15,Ribbon,,,
Co86.5Mo8Zr5.5,0.15,Ribbon,,,
Co88Mo6Zr6,0.15,Ribbon,,,
Co89Mo4Zr7,0.15,Ribbon,,,
Co90Mo2Zr8,0.15,Ribbon,,,
Co80Mo9.5Zr10.5,0.15,Ribbon,,,
Co74.5Mo13Zr12.5,0.15,Ribbon,,,
Co78Mo10.8Zr11.2,0.15,Ribbon,,,
Co79.5Mo10Zr10.5,0.15,Ribbon,,,
Co80Mo10Zr10,0.15,Ribbon,,,
Co81.6Mo9Zr9.4,0.15,Ribbon,,,
Co82.4Mo8.6Zr9,0.15,Ribbon,,,
Co85Mo5Zr10,0.15,Ribbon,,,
Co86.2Mo6.4Zr7.4,0.15,Ribbon,,,
Co2Ni77P21,0.15,Ribbon,,,
Co2Ni78.5P19.5,0.15,Ribbon,,,
Co2Ni80P18,0.15,Ribbon,,,
Co3.5Ni75.5P21,0.15,Ribbon,,,
Co3.5Ni77P19.5,0.15,Ribbon,,,
Co3.5Ni78.5P18,0.15,Ribbon,,,
Co5Ni74P21,0.15,Ribbon,,,
Co5Ni75.5P19.5,0.15,Ribbon,,,
Co5Ni77P18,0.15,Ribbon,,,
Co7Ni72P21,0.15,Ribbon,,,
Co7Ni73.5P19.5,0.15,Ribbon,,,
Co7Ni75P18,0.15,Ribbon,,,
Co9Ni72P19,0.15,Ribbon,,,
Co2Ni76P22,0,Crystal,,,
Co2Ni81P17,0,Crystal,,,
Co3.5Ni74.5P22,0,Crystal,,,
Co3.5Ni79.5P17,0,Crystal,,,
Co5Ni73P22,0,Crystal,,,
Co5Ni78P17,0,Crystal,,,
Co7Ni71P22,0,Crystal,,,
Co7Ni76P17,0,Crystal,,,
Co9Ni69.5P21.5,0,Crystal,,,
Co9Ni74P17,0,Crystal,,,
Co10Ni68.5P21.5,0,Crystal,,,
Co10Ni71P19,0,Crystal,,,
Co10Ni73P17,0,Crystal,,,
Co12.5Ni66P21.5,0,Crystal,,,
Co12.5Ni68.5P19,0,Crystal,,,
Co12.5Ni70.5P17,0,Crystal,,,
Co14Ni64.5P21.5,0,Crystal,,,
Co14Ni67P19,0,Crystal,,,
Co14Ni69P17,0,Crystal,,,
Co16Ni65P19,0,Crystal,,,
Ni50Ta50,0.15,Ribbon,,,
Co10Ni40Ta50,0.15,Ribbon,,,
Co80Ni10Zr10,0.15,Ribbon,,,
Co85Ni5Zr10,0.15,Ribbon,,,
Co88Ni2Zr10,0.15,Ribbon,,,
Co30Ni20Zr50,0.15,Ribbon,,,
Co33Ni0.05Zr66.95,0.15,Ribbon,,,
Co33Ni0.1Zr66.9,0.15,Ribbon,,,
Co33Ni0.15Zr66.85,0.15,Ribbon,,,
Co33Ni0.2Zr66.8,0.15,Ribbon,,,
Co5Ni31.35Zr63.65,0.15,Ribbon,,,
Co10Ni29.7Zr60.3,0.15,Ribbon,,,
Co15Ni28.05Zr56.95,0.15,Ribbon,,,
Co20Ni26.4Zr53.6,0.15,Ribbon,,,
Co22P11Zr67,0.15,Ribbon,,,
Co28P5Zr67,0.15,Ribbon,,,
Co33Zr67,0.15,Ribbon,,,
Co1.7Pd81.8Si16.5,0.15,Ribbon,,,
Co4.2Pd79.3Si16.5,0.15,Ribbon,,,
Co6.7Pd76.8Si16.5,0.15,Ribbon,,,
Co10Pd73.5Si16.5,0.15,Ribbon,,,
Co12.5Pd71Si16.5,0.15,Ribbon,,,
Co15Pd68.5Si16.5,0.15,Ribbon,,,
Co20.9Pd62.6Si16.5,0,Crystal,,,
Co10Pd70Si20,0.15,Ribbon,,,
Co25Pd10Zr65,0.15,Ribbon,,,
Co30Pd5Zr65,0.15,Ribbon,,,
Co34Pd1Zr65,0.15,Ribbon,,,
Co54Pd1Zr45,0.15,Ribbon,,,
Co85Si5Zr10,0.15,Ribbon,,,
Co88Si2Zr10,0.15,Ribbon,,,
Co66V20Zr14,0.15,Ribbon,,,
Co67.5V18Zr14.5,0.15,Ribbon,,,
Co69.2V16Zr14.8,0.15,Ribbon,,,
Co71V14Zr15,0.15,Ribbon,,,
Co72.5V20Zr7.5,0.15,Ribbon,,,
Co72.8V12Zr15.2,0.15,Ribbon,,,
Co74.5V10Zr15.5,0.15,Ribbon,,,
Co75V18Zr7,0.15,Ribbon,,,
Co76.3V8Zr15.7,0.15,Ribbon,,,
Co77.2V16Zr6.8,0.15,Ribbon,,,
Co78V6Zr16,0.15,Ribbon,,,
Co79.5V14Zr6.5,0.15,Ribbon,,,
Co80V4Zr16,0.15,Ribbon,,,
Co81.5V12Zr6.5,0.15,Ribbon,,,
Co82V2Zr16,0.15,Ribbon,,,
Co83.5V10Zr6.5,0.15,Ribbon,,,
Co84Zr16,0.15,Ribbon,,,
Co85V8Zr7,0.15,Ribbon,,,
Co86.5V6Zr7.5,0.15,Ribbon,,,
Co88V4Zr8,0.15,Ribbon,,,
Co89.5V2Zr8.5,0.15,Ribbon,,,
Co91Zr9,0.15,Ribbon,,,
Co75.8V12Zr12.2,0.15,Ribbon,,,
Co79.2V10.6Zr10.2,0.15,Ribbon,,,
Co80V10Zr10,0.15,Ribbon,,,
Co81.8V9Zr9.2,0.15,Ribbon,,,
Co84V8Zr8,0.15,Ribbon,,,
Co85V5Zr10,0.15,Ribbon,,,
Co90Zr10,0.15,Ribbon,,,
Co74W12Zr14,0.15,Ribbon,,,
Co74W13Zr13,0.15,Ribbon,,,
Co74.5W14Zr11.5,0.15,Ribbon,,,
Co75W10Zr15,0.15,Ribbon,,,
Co76.4W8Zr15.6,0.15,Ribbon,,,
Co77W14Zr9,0.15,Ribbon,,,
Co78.2W6Zr15.8,0.15,Ribbon,,,
Co79.5W13Zr7.5,0.15,Ribbon,,,
Co80W4Zr16,0.15,Ribbon,,,
Co82W2Zr16,0.15,Ribbon,,,
Co82W12Zr6,0.15,Ribbon,,,
Co84.8W10Zr5.2,0.15,Ribbon,,,
Co86.8W8Zr5.2,0.15,Ribbon,,,
Co88.5W6Zr5.5,0.15,Ribbon,,,
Co89.8W4Zr6.2,0.15,Ribbon,,,
Co90.2W2Zr7.8,0.15,Ribbon,,,
Co78W8Zr14,0.15,Ribbon,,,
Co80W10Zr10,0.15,Ribbon,,,
Co80.5W7Zr12.5,0.15,Ribbon,,,
Co82.2W6.6Zr11.2,0.15,Ribbon,,,
Co84W6Zr10,0.15,Ribbon,,,
Co85W5Zr10,0.15,Ribbon,,,
Co85.5W5Zr9.5,0.15,Ribbon,,,
Cr2Fe78P20,0.15,Ribbon,,,
Cr4Fe76P20,0.15,Ribbon,,,
Cr6Fe74P20,0.15,Ribbon,,,
Cr8Fe72P20,0.15,Ribbon,,,
Cr7Fe76P17,0.15,Ribbon,,,
Cr73Fe10P17,0.15,Ribbon,,,
Cr74Fe9P17,0.15,Ribbon,,,
Cr23Fe55P22,0.15,Ribbon,,,
Cr24Fe56.5P19.5,0.15,Ribbon,,,
Cr25Fe57.5P17.5,0.15,Ribbon,,,
Cr26Fe59.5P14.5,0.15,Ribbon,,,
Cr26Fe60.5P13.5,0.15,Ribbon,,,
Cr6Fe84Zr10,0.15,Ribbon,,,
Cr8Fe82Zr10,0.15,Ribbon,,,
Cr15Fe75Zr10,0.15,Ribbon,,,
Cr17Fe73Zr10,0.15,Ribbon,,,
Cr20Fe70Zr10,0.15,Ribbon,,,
Cr25Fe65Zr10,0.15,Ribbon,,,
Cr2Fe88Zr10,0.15,Ribbon,,,
Cr4Fe86Zr10,0.15,Ribbon,,,
Cr7Fe83Zr10,0.15,Ribbon,,,
Cr10Fe80Zr10,0.15,Ribbon,,,
Cr3Ni77P20,0.15,Ribbon,,,
Cr15Ni65P20,0.15,Ribbon,,,
Cr20Ni60P20,0.15,Ribbon,,,
Ni82P18,0.15,Ribbon,,,
Cr5Ni75P20,0.15,Ribbon,,,
Cr7Ni73P20,0.15,Ribbon,,,
Cr10Ni70P20,0.15,Ribbon,,,
Cr18Ni62P20,0.15,Ribbon,,,
Ni81P19,0.15,Ribbon,,,
Cr43.5Ni40.5P16,0.15,Ribbon,,,
Cr55.93Ni28.93P15.14,0.15,Ribbon,,,
Cr58Ni27P15,0.15,Ribbon,,,
Cr59.81Ni25.31P14.88,0.15,Ribbon,,,
Cr69.6Ni16.2P14.2,0,Crystal,,,
Cr72.5Ni13.5P14,0,Crystal,,,
Cr87P13,0,Crystal,,,
Cr5Ni76P19,0.15,Ribbon,,,
Cr10Ni71P19,0.15,Ribbon,,,
Cr15Ni66P19,0.15,Ribbon,,,
Cr20Ni61P19,0.15,Ribbon,,,
Cr25Ni56P19,0.15,Ribbon,,,
Cr30Ni51P19,0.15,Ribbon,,,
Cr14Ni68P18,0.15,Ribbon,,,
Cr40Ni40P20,0.15,Ribbon,,,
Cr50Ni30P20,0.15,Ribbon,,,
Cr60Ni20P20,0.15,Ribbon,,,
Cr80P20,0,Crystal,,,
Cr70Ni10P20,0,Crystal,,,
Cr33Ni0.05Zr66.95,0.15,Ribbon,,,
Cr33Ni0.1Zr66.9,0.15,Ribbon,,,
Cr33Ni0.15Zr66.85,0.15,Ribbon,,,
Cr33Ni0.2Zr66.8,0.15,Ribbon,,,
Cr5Ni31.35Zr63.65,0.15,Ribbon,,,
Cr10Ni29.7Zr60.3,0.15,Ribbon,,,
Cr15Ni28.05Zr56.95,0.15,Ribbon,,,
Cr20Ni26.4Zr53.6,0.15,Ribbon,,,
Cr5Ni55Zr40,0.15,Ribbon,,,
Cr10Ni50Zr40,0.15,Ribbon,,,
Cr15Ni15Zr70,0.15,Ribbon,,,
Cr15Ni25Zr60,0.15,Ribbon,,,
Cr15Ni35Zr50,0.15,Ribbon,,,
Cr15Ni45Zr40,0.15,Ribbon,,,
Cr0.5Pd79.5Si20,0.15,Ribbon,,,
Cr1Pd79Si20,0.15,Ribbon,,,
Cr2Pd78Si20,0.15,Ribbon,,,
Cr3Pd77Si20,0.15,Ribbon,,,
Cr4Pd76Si20,0.15,Ribbon,,,
Cr5Pd75Si20,0.15,Ribbon,,,
Cr6Pd74Si20,0.15,Ribbon,,,
Cr7Pd73Si20,0.15,Ribbon,,,
Cr10Si15Zr75,0.15,Ribbon,,,
Cr20Si15Zr65,0.15,Ribbon,,,
Cu35Fe5Ti60,0.15,Ribbon,,,
Cu40Fe10Ti50,0.15,Ribbon,,,
Cu45Fe5Ti50,0.15,Ribbon,,,
Cu55Fe5Ti40,0.15,Ribbon,,,
Cu40Fe20Zr40,0.15,Ribbon,,,
Cu50Fe10Zr40,0.15,Ribbon,,,
Cu53Fe7Zr40,0.15,Ribbon,,,
Cu55Fe5Zr40,0.15,Ribbon,,,
Cu57Fe3Zr40,0.15,Ribbon,,,
Cu59Fe1Zr40,0.15,Ribbon,,,
Cu38.2Hf28.8Nb33,0.15,Ribbon,,,
Cu39.9Hf30.1Nb30,0.15,Ribbon,,,
Cu42.7Hf32.3Nb25,0.15,Ribbon,,,
Cu45.6Hf34.4Nb20,0.15,Ribbon,,,
Cu48.4Hf36.6Nb15,0.15,Ribbon,,,
Cu51.3Hf38.7Nb10,0.15,Ribbon,,,
Cu54.1Hf40.9Nb5,0.15,Ribbon,,,
Cu56.4Hf42.6Nb1,0.15,Ribbon,,,
Cu57Hf21Nb22,0.15,Ribbon,,,
Cu57Hf23Nb20,0.15,Ribbon,,,
Cu57Hf28Nb15,0.15,Ribbon,,,
Cu57Hf33Nb10,0.15,Ribbon,,,
Cu57Hf38Nb5,0.15,Ribbon,,,
Cu57Hf42Nb1,0.15,Ribbon,,,
Hf30Ni70,0.15,Ribbon,,,
Hf40Ni60,0.15,Ribbon,,,
Hf50Ni50,0.15,Ribbon,,,
Hf60Ni40,0.15,Ribbon,,,
Hf70Ni30,0.15,Ribbon,,,
Cu10Hf20Ni70,0.15,Ribbon,,,
Cu10Hf30Ni60,0.15,Ribbon,,,
Cu10Hf40Ni50,0.15,Ribbon,,,
Cu10Hf50Ni40,0.15,Ribbon,,,
Cu10Hf60Ni30,0.15,Ribbon,,,
Cu10Hf70Ni20,0.15,Ribbon,,,
Cu10Hf75Ni15,0.15,Ribbon,,,
Cu15Hf55Ni30,0.15,Ribbon,,,
Cu20Hf20Ni60,0.15,Ribbon,,,
Cu20Hf30Ni50,0.15,Ribbon,,,
Cu20Hf40Ni40,0.15,Ribbon,,,
Cu20Hf50Ni30,0.15,Ribbon,,,
Cu20Hf55Ni25,0.15,Ribbon,,,
Cu20Hf60Ni20,0.15,Ribbon,,,
Cu20Hf65Ni15,0.15,Ribbon,,,
Cu20Hf70Ni10,0.15,Ribbon,,,
Cu25Hf50Ni25,0.15,Ribbon,,,
Cu25Hf55Ni20,0.15,Ribbon,,,
Cu30Hf20Ni50,0.15,Ribbon,,,
Cu30Hf30Ni40,0.15,Ribbon,,,
Cu30Hf40Ni30,0.15,Ribbon,,,
Cu30Hf45Ni25,0.15,Ribbon,,,
Cu30Hf50Ni20,0.15,Ribbon,,,
Cu30Hf55Ni15,0.15,Ribbon,,,
Cu30Hf60Ni10,0.15,Ribbon,,,
Cu30Hf70,0.15,Ribbon,,,
Cu35Hf45Ni20,0.15,Ribbon,,,
Cu35Hf50Ni15,0.15,Ribbon,,,
Cu40Hf20Ni40,0.15,Ribbon,,,
Cu40Hf30Ni30,0.15,Ribbon,,,
Cu40Hf40Ni20,0.15,Ribbon,,,
Cu40Hf45Ni15,0.15,Ribbon,,,
Cu40Hf50Ni10,0.15,Ribbon,,,
Cu40Hf60,0.15,Ribbon,,,
Cu50Hf20Ni30,0.15,Ribbon,,,
Cu50Hf30Ni20,0.15,Ribbon,,,
Cu50Hf40Ni10,0.15,Ribbon,,,
Cu50Hf50,0.15,Ribbon,,,
Cu60Hf20Ni20,0.15,Ribbon,,,
Cu60Hf30Ni10,0.15,Ribbon,,,
Cu60Hf40,0.15,Ribbon,,,
Cu70Hf30,0.15,Ribbon,,,
Cu70Hf20Ni10,0,Crystal,,,
Cu10Hf80Ni10,0,Crystal,,,
Cu20Hf10Ni70,0,Crystal,,,
Cu20Hf75Ni5,0,Crystal,,,
Cu30Hf10Ni60,0,Crystal,,,
Cu40Hf10Ni50,0,Crystal,,,
Cu50Hf10Ni40,0,Crystal,,,
Cu60Hf10Ni30,0,Crystal,,,
Cu70Hf10Ni20,0,Crystal,,,
Cu15La5Mg80,0.15,Ribbon,,,
Cu15La40Mg45,0.15,Ribbon,,,
Cu20La5Mg75,0.15,Ribbon,,,
Cu20La10Mg70,0.15,Ribbon,,,
Cu20La30Mg50,0.15,Ribbon,,,
Cu20La40Mg40,0.15,Ribbon,,,
Cu25La20Mg55,0.15,Ribbon,,,
Cu25La30Mg45,0.15,Ribbon,,,
Cu25La40Mg35,0.15,Ribbon,,,
Cu30La5Mg65,0.15,Ribbon,,,
Cu30La10Mg60,0.15,Ribbon,,,
Cu30La20Mg50,0.15,Ribbon,,,
Cu30La30Mg40,0.15,Ribbon,,,
Cu30La40Mg30,0.15,Ribbon,,,
Cu40La5Mg55,0.15,Ribbon,,,
Cu40La10Mg50,0.15,Ribbon,,,
Cu40La20Mg40,0.15,Ribbon,,,
Cu40La30Mg30,0.15,Ribbon,,,
Cu50La10Mg40,0.15,Ribbon,,,
Cu50La20Mg30,0.15,Ribbon,,,
Cu10La40Mg50,0,Crystal,,,
Cu15Mg85,0,Crystal,,,
Cu15La10Mg75,0,Crystal,,,
Cu15La15Mg70,0,Crystal,,,
Cu15La30Mg55,0,Crystal,,,
Cu20La25Mg55,0,Crystal,,,
Cu20La50Mg30,0,Crystal,,,
Cu25La25Mg50,0,Crystal,,,
Cu30La50Mg20,0,Crystal,,,
Cu40La40Mg20,0,Crystal,,,
Cu50La30Mg20,0,Crystal,,,
Cu10La10Mg80,0,Crystal,,,
Cu20La20Mg60,0,Crystal,,,
Cu27La69Sr4,0.15,Ribbon,,,
Cu27La70Sr3,0.15,Ribbon,,,
Cu27La71Sr2,0.15,Ribbon,,,
Cu27.5La66Sr6.5,0.15,Ribbon,,,
Cu27.5La67.5Sr5,0.15,Ribbon,,,
Cu28La63.5Sr8.5,0.15,Ribbon,,,
Cu28La64.5Sr7.5,0.15,Ribbon,,,
Cu28.5La61.5Sr10,0.15,Ribbon,,,
Cu28.5La62.5Sr9,0.15,Ribbon,,,
Cu29La60Sr11,0.15,Ribbon,,,
Cu30La57.5Sr12.5,0.15,Ribbon,,,
Cu30La58Sr12,0.15,Ribbon,,,
Cu30.5La56Sr13.5,0.15,Ribbon,,,
Cu31La55Sr14,0.15,Ribbon,,,
Cu32La53.5Sr14.5,0.15,Ribbon,,,
Cu32.5La52.5Sr15,0.15,Ribbon,,,
Cu33La51.5Sr15.5,0.15,Ribbon,,,
Cu34La50Sr16,0.15,Ribbon,,,
Cu35La48Sr17,0.15,Ribbon,,,
Cu36La47Sr17,0.15,Ribbon,,,
Cu37La47Sr16,0.15,Ribbon,,,
Cu37La48Sr15,0.15,Ribbon,,,
Cu37La49Sr14,0.15,Ribbon,,,
Cu37La50.5Sr12.5,0.15,Ribbon,,,
Cu37La52Sr11,0.15,Ribbon,,,
Cu37La53Sr10,0.15,Ribbon,,,
Cu37La54Sr9,0.15,Ribbon,,,
Cu37La55Sr8,0.15,Ribbon,,,
Cu37La56Sr7,0.15,Ribbon,,,
Cu37La57Sr6,0.15,Ribbon,,,
Cu37La58Sr5,0.15,Ribbon,,,
Cu37La59Sr4,0.15,Ribbon,,,
Cu37La59.5Sr3.5,0.15,Ribbon,,,
Cu37La60.5Sr2.5,0.15,Ribbon,,,
Cu37La61.5Sr1.5,0.15,Ribbon,,,
Cu37La62Sr1,0.15,Ribbon,,,
Cu5Mg85Nd10,0.15,Ribbon,,,
Cu10Mg70Nd20,0.15,Ribbon,,,
Cu10Mg75Nd15,0.15,Ribbon,,,
Cu10Mg80Nd10,0.15,Ribbon,,,
Cu10Mg85Nd5,0.15,Ribbon,,,
Cu15Mg65Nd20,0.15,Ribbon,,,
Cu15Mg70Nd15,0.15,Ribbon,,,
Cu15Mg75Nd10,0.15,Ribbon,,,
Cu15Mg80Nd5,0.15,Ribbon,,,
Cu20Mg45Nd35,0.15,Ribbon,,,
Cu20Mg50Nd30,0.15,Ribbon,,,
Cu20Mg55Nd25,0.15,Ribbon,,,
Cu20Mg60Nd20,0.15,Ribbon,,,
Cu20Mg65Nd15,0.15,Ribbon,,,
Cu20Mg70Nd10,0.15,Ribbon,,,
Cu20Mg75Nd5,0.15,Ribbon,,,
Cu25Mg45Nd30,0.15,Ribbon,,,
Cu25Mg50Nd25,0.15,Ribbon,,,
Cu25Mg55Nd20,0.15,Ribbon,,,
Cu25Mg60Nd15,0.15,Ribbon,,,
Cu25Mg70Nd5,0.15,Ribbon,,,
Cu30Mg40Nd30,0.15,Ribbon,,,
Cu30Mg45Nd25,0.15,Ribbon,,,
Cu30Mg50Nd20,0.15,Ribbon,,,
Cu30Mg55Nd15,0.15,Ribbon,,,
